Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,anomaly
00170024,700585,5500007086.0,10,14,14,182,F,,203,203.0,Z010,Y5,470,5593,1,E14,2100,,5300015907.0,0.0,1,14,60200000,ST,0
95080092,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300055791.0,0.0,1,28,010502000,ST,0
00360831,706261,,0,0,0,0,F,,272,272.0,Z012,Y6,0,0,100,E13,3000,,,,1,7,140100000,ST,0
00345128,711970,,0,0,0,0,F,,215,215.0,Z001,Y6,260,2655,100,E13,3000,,5300193848.0,0.0,1,84,080600000,ST,0
00470059,703939,,0,0,0,0,F,,206,206.0,Z002,Z2,30,1462,1,,3000,,5300080554.0,0.0,1,30,590200000,ST,0
21266100,702040,,0,0,0,0,F,30.0,706,706.0,Z011,Y2,580,140592,1,E13,2000,,5300071430.0,3.0,1,28,550100000,ST,0
31001200,2000,,0,0,0,0,F,40.0,996,998.0,Z012,EX,0,0,0,,3000,3000.0,5300270012.0,0.0,1,91,42,ST,0
00290442,702465,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300113498.0,0.0,1,280,131100000,ST,1
24702400,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300154949.0,0.0,1,56,010402000,ST,0
60061610,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,270,32932,100,E11,2100,,5300494336.0,0.0,1,14,520100000,ST,0
34370125,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300279049.0,0.0,1,42,10103000,ST,0
23066204,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300040517.0,0.0,1,28,010103000,ST,0
30031000,704955,,0,0,0,0,F,,228,228.0,Z001,Z7,0,0,1,,2000,,5300100992.0,0.0,1,56,010401000,ST,0
23506500UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z6,0,0,1,,2000,,5300062578.0,0.0,1,42,10402000,ST,0
00190036,700161,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300000807.0,0.0,1,14,140700000,ST,1
23562823,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,20,7302,1,,3000,3000.0,5300405052.0,0.0,1,31,010102000,ST,0
24915100,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300255484.0,0.0,1,42,0,ST,0
30057200,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,70,24024,1,E11,3000,,5300078826.0,0.0,1,56,010401000,ST,0
34855214,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2000,,5300154780.0,0.0,1,56,060100000,ST,0
60094759,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300501481.0,0.0,1,30,520200000,ST,0
60039415,700722,,0,0,0,0,F,,228,228.0,Z001,Z1,0,0,1,,2100,,5300542496.0,0.0,1,42,070500000,ST,0
00230249,700020,,0,0,0,0,F,,208,208.0,Z011,X4,100,11,1,E20,3000,,5300090939.0,0.0,1,12,140300000,ST,0
23493603UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300033899.0,0.0,1,3,10102000,ST,0
00392394,708148,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300149597.0,0.0,1,180,520300000,ST,0
34272902UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300071834.0,0.0,1,21,10302000,ST,0
60066855,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,0,0,1,,3000,,5300545435.0,0.0,1,28,010402000,ST,0
00360138,700020,,0,0,0,0,F,,708,708.0,Z011,X4,220,464,100,E20,2100,,5300016991.0,0.0,1,12,140100000,ST,0
00371228,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,560,381,100,,3000,3000.0,5300185601.0,0.0,1,154,140300000,ST,0
00110215,700537,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E13,2000,,5300002269.0,0.0,1,21,070600000,ST,0
60066089,705086,,0,0,0,0,F,,208,208.0,Z010,Y2,990,5242,1,E15,2100,,5300433013.0,0.0,1,28,070500000,ST,0
34288300,2100,,0,0,0,0,F,41.0,233,233.0,Z012,Z4,30,5165,1,,3000,2000.0,5300199330.0,0.0,1,42,010401000,ST,0
04007121,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,10,14242,100,E13,3000,,5300157045.0,0.0,1,42,131400000,ST,0
23740801,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300236935.0,0.0,1,999,10203000,ST,1
00345254,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,1320,419341,1,E11,3000,3000.0,5300180672.0,0.0,1,84,080500000,ST,0
00347642,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,0,0,1,E11,2000,,5300172322.0,0.0,1,84,080100000,ST,0
60088471,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E13,2100,,5300506762.0,0.0,1,28,10102000,ST,0
00390137,703939,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300084330.0,0.0,1,30,590200000,ST,0
17060007,702275,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300034059.0,0.0,1,42,131500000,ST,1
60012520,700000,,0,0,0,0,F,,223,223.0,Z001,X2,0,0,1,E20,2000,,5300377731.0,0.0,1,28,10100000,ST,0
31131800,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,10,6611,1,,3000,3000.0,5300271664.0,0.0,1,42,010401000,ST,0
00347780,2000,,0,0,0,0,F,40.0,990,990.0,Z012,Z1,0,0,100,,3000,3000.0,5300414072.0,0.0,1,140,80600000,ST,1
24155200,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,10,17844,1,,3000,3000.0,5300243052.0,0.0,1,42,010401000,ST,0
37010200,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300436356.0,0.0,1,56,010403000,ST,0
00110314,2000,,0,0,0,0,F,40.0,203,203.0,Z003,Y4,10,12717,1,E15,2800,3000.0,5300201174.0,0.0,1,119,070800000,ST,0
95100780UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2000,,5300062624.0,0.0,1,56,10401000,ST,0
23506200UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z3,0,0,1,,2000,,5300058073.0,0.0,1,56,10405000,ST,0
01555103,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,40,26468,1,,3000,3000.0,5300223516.0,0.0,0,28,010102000,ST,0
33736701,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300070014.0,0.0,1,3,010302000,ST,0
23785100UB,1000,,0,0,0,0,F,,991,991.0,Z001,Z6,0,0,1,,2100,,5300121424.0,0.0,1,3,10402000,ST,0
00346932,702686,5500007832.0,10,28,28,112,F,,715,715.0,Z003,Y6,130,21833,1,E13,3000,,5300156152.0,0.0,1,84,80100000,ST,0
00300551,700368,,0,0,0,0,F,,203,203.0,Z010,Y9,0,0,1,E11,2100,,5300017709.0,0.0,1,14,090300000,ST,0
00345510,709734,,0,0,0,0,F,,215,215.0,Z001,Z1,0,0,1,,2100,,5300196284.0,0.0,1,56,080300000,ST,0
00280177,700449,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300013605.0,0.0,1,21,070100000,ST,1
21264702,2100,,0,0,0,0,F,41.0,223,223.0,Z012,Z5,30,3735,1,,3000,2000.0,5300197135.0,0.0,1,42,010102000,ST,0
24017322,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300241202.0,0.0,1,42,10502000,ST,0
60045584,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300409111.0,0.0,1,70,030202000,ST,0
04007038,706899,,0,0,0,0,F,,276,276.0,Z012,Z9,60,54157,1,,3000,,5300156341.0,0.0,1,70,070600000,ST,1
04002045,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2000,,5300106317.0,0.0,1,28,110500000,ST,0
23794200,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300023370.0,0.0,1,56,010401000,ST,0
34638200,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z3,0,0,100,,3000,2100.0,5300282039.0,0.0,1,42,10401000,ST,0
34894700UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300075410.0,0.0,1,3,10402000,ST,0
04003547,701885,,0,0,0,0,F,,278,278.0,Z012,Z1,140,13216,1,,3000,,5300107287.0,0.0,1,14,071000000,ST,1
60017446,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300365912.0,0.0,1,29,0,ST,0
00121814,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,0,0,100,E11,3000,3000.0,5300202641.0,0.0,1,42,70400000,ST,0
37034900UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z3,0,0,1,,2100,,5300185915.0,0.0,1,56,10405000,ST,0
00346067,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1,E13,2100,,5300193923.0,0.0,1,84,080100000,ST,0
34687000,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300366384.0,0.0,1,42,010403000,ST,0
00120760,706985,,0,0,0,0,F,,708,708.0,Z010,Y2,0,0,1,E13,2000,,5300359457.0,0.0,1,42,070400000,ST,0
24099201UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,3000,,5300120038.0,0.0,1,3,010102000,ST,0
00401943,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300112060.0,0.0,1,30,010304000,MM,0
34521707,2100,,0,0,0,0,F,41.0,221,221.0,Z001,Z4,0,0,1,,2000,3000.0,5300504250.0,0.0,1,2,010102000,ST,0
34257600UB,700670,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300051689.0,0.0,1,42,10401000,ST,1
28131100UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z5,0,0,1,,2000,,5300075176.0,0.0,1,42,10401000,ST,0
23577000UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300176121.0,0.0,1,28,10401000,ST,0
34439100,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300279691.0,0.0,1,999,550100000,ST,0
04104750,701112,,0,0,0,0,F,,272,272.0,Z012,Z2,40,110,100,,3000,,5300104578.0,0.0,1,28,110100000,ST,0
28149802,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300263177.0,0.0,1,42,010103000,ST,0
60045909,700813,,0,0,0,0,F,,233,233.0,Z011,V3,0,0,1,E21,2000,,5300450209.0,0.0,1,98,110400000,ST,0
00200247,702549,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,100,E13,2000,,5300088674.0,0.0,1,49,100202000,ST,1
90141002,702785,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300073355.0,0.0,1,30,520200000,ST,0
23498305UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z6,0,0,1,,2000,,5300034250.0,0.0,1,30,10102000,ST,0
00346939,708038,5500007286.0,10,14,14,84,F,,715,715.0,Z001,Y6,40,10438,1,E11,2000,,5300157620.0,0.0,1,84,80100000,ST,0
60033297,707144,,0,0,0,0,F,,206,206.0,Z001,Y2,2400,3712,100,E11,2000,,5300387065.0,0.0,1,245,131400000,ST,0
60110018,700535,,0,0,0,0,F,,996,998.0,Z012,Z1,0,0,1,,3000,,5300526479.0,0.0,1,999,00,ST,0
60053412,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300424706.0,0.0,1,70,010401000,ST,0
23338100,708235,5500006097.0,10,14,14,42,F,,715,715.0,Z008,Y7,240,40882,100,E13,2100,,5300147127.0,0.0,1,42,550100000,ST,0
31100500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300271230.0,0.0,1,42,10403000,ST,0
95184094,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300406332.0,0.0,1,42,010102000,ST,0
23832101UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z0,0,0,100,,2100,,5300150253.0,0.0,1,28,10102000,ST,0
34833400UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300135992.0,0.0,1,56,10402000,ST,0
24774216UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300164830.0,0.0,1,3,10401000,ST,0
00390685,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300119158.0,0.0,1,180,520300000,ST,0
04000944,700222,,0,0,0,0,F,,208,208.0,Z011,Y9,0,0,100,E11,2100,,5300120668.0,0.0,1,14,070300000,ST,0
00340460,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2000,,5300098430.0,0.0,1,21,080600000,ST,0
04000437,701885,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300105629.0,0.0,1,14,090400000,ST,0
00421817,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300028471.0,0.0,1,14,010103000,ST,0
24037400,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300198186.0,0.0,1,42,10401000,ST,0
60013197,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,50,25498,1,,3000,2100.0,5300361966.0,0.0,1,84,080100000,ST,0
00341671,2000,,0,0,0,0,F,40.0,990,990.0,Z012,Z1,0,0,1,,3000,3000.0,5300432465.0,0.0,1,999,080100000,ST,1
498840,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300294201.0,0.0,1,28,130000000,ST,0
25021249,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300257575.0,0.0,1,999,10100000,ST,0
60015160,700119,,0,0,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300371584.0,3.0,1,42,10402000,ST,0
00422316,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300029162.0,0.0,1,21,010103000,ST,0
35190350UB,1000,,0,0,0,0,F,,223,223.0,Z008,TB,0,0,1,,3000,,5300173023.0,0.0,1,3,10403000,ST,0
25021014,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300257330.0,0.0,1,999,10102000,ST,0
35165051,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300288107.0,0.0,1,999,550100000,ST,0
00345480,702686,,0,0,0,0,F,,215,215.0,Z003,Y4,0,0,100,E13,2000,,5300118539.0,0.0,1,84,080600000,ST,0
60093516,702686,,0,0,0,0,F,,217,217.0,Z001,Z1,60,1770,1,,2000,,5300509376.0,0.0,1,84,080100000,ST,0
24796100UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300254218.0,0.0,1,999,10403000,ST,0
33840803UB,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z7,0,0,100,,3000,3000.0,5300276398.0,0.0,1,28,10102000,ST,0
60010857,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,1940,389948,100,E11,3000,,5300357890.0,0.0,1,70,100202000,ST,0
60046649,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300411054.0,0.0,1,15,0,ST,0
95163245,702324,,0,0,0,0,F,,208,208.0,Z008,Y4,50,775,100,E14,2000,,5300138871.0,0.0,1,196,090300000,ST,1
00100050,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300200385.0,0.0,1,56,70300000,ST,0
60037385,708868,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,1,E13,2000,,5300393312.0,0.0,1,77,100202000,ST,0
00430793,700670,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300033185.0,0.0,1,21,130000000,ST,0
00210078,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300204534.0,0.0,1,42,71000000,ST,0
24012128,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Y3,10640,32247,100,E14,3000,3000.0,5300240988.0,0.0,1,91,140300000,ST,0
35193090,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300288634.0,0.0,1,42,10401000,ST,0
23872656,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E15,2100,,5300152277.0,0.0,1,42,060100000,ST,0
31070506,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300062083.0,0.0,1,28,010103000,ST,0
96100726,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2100,,5300064089.0,0.0,1,3,010102000,ST,0
00393799,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Y4,0,0,100,E12,3000,3000.0,5300216060.0,0.0,1,30,530104000,ST,0
34530102,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300043257.0,0.0,1,28,010304000,ST,0
00346870,708038,5500006038.0,10,14,14,84,F,,715,715.0,Z001,Y6,190,23037,100,E11,2100,,5300150288.0,0.0,1,84,80100000,ST,0
00380659,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,20,474,100,E11,3000,2700.0,5300213843.0,0.0,1,999,120000000,ST,0
04008296,705960,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300182447.0,0.0,1,98,00,ST,0
00300031,703335,,0,0,0,0,F,,219,219.0,Z012,Z1,10,1814,1,,3000,,5300015514.0,0.0,1,42,071000000,ST,0
95140049,1000,,0,0,0,0,F,,991,991.0,Z001,Z1,20,257392,1,,2100,,5300466354.0,0.0,1,7,010403000,ST,0
28149804UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300085760.0,0.0,1,28,10103000,ST,0
00423201,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300219611.0,0.0,1,999,10103000,ST,0
35155600UB,700119,,0,0,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300064593.0,0.0,1,42,10403000,ST,0
23471003,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,90,130,100,,2100,,5300030157.0,0.0,1,28,010102000,ST,0
24602001,708094,4600012997.0,10,28,0,0,F,,211,211.0,Z012,Z2,2840,67024,100,,3000,,5300524001.0,0.0,1,42,10301000,ST,0
95184143UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E13,2100,,5300503098.0,0.0,1,28,10102000,ST,0
60014320,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300375072.0,0.0,1,14,520100000,ST,0
00270255,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,20,2422,1,,3000,3000.0,5300206007.0,0.0,1,112,070600000,ST,0
24623901UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300072881.0,0.0,1,28,10102000,ST,0
25020927,708174,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2100,,5300157200.0,0.0,1,10,100100000,ST,0
60119672,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,3000,17655,100,,2000,,5300543591.0,0.0,1,30,520200000,ST,0
00371186,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300158978.0,0.0,1,13,140100000,ST,0
34524302,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,3000,,5300074158.0,0.0,1,3,010304000,ST,0
23251700,703002,,0,0,0,0,F,,208,208.0,Z001,Y3,0,0,1,E11,2100,,5300147932.0,0.0,1,56,130200000,ST,1
23753401,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300237074.0,0.0,1,999,10301000,ST,0
60076063,702225,,0,0,0,0,F,30.0,213,213.0,Z008,Z3,0,0,1,,2100,,5300477548.0,0.0,1,70,110100000,ST,0
00364216,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,2700.0,5300433526.0,0.0,1,999,140100000,ST,0
04003262,706831,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300107096.0,0.0,1,14,090300000,ST,1
31509201UB,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,100,,2100,,5300188577.0,0.0,1,28,10102000,ST,0
00160029,703542,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300015566.0,0.0,1,84,130404000,ST,1
04006732,700985,,0,0,0,0,F,,278,278.0,Z012,Y4,70,2898,100,E13,3000,,5300144830.0,0.0,1,21,090400000,ST,0
31506600,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300272832.0,0.0,1,49,10401000,ST,0
96080069,701102,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300047342.0,0.0,1,21,010103000,ST,1
34725700UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,TB,0,0,1,,3000,3000.0,5300283574.0,0.0,1,56,10403000,ST,0
00380975,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E13,3000,3000.0,5300213962.0,0.0,1,21,70100000,ST,1
82010472,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2000,,5300092666.0,0.0,1,42,060100000,ST,0
30056100,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300115902.0,0.0,1,5,010400000,ST,0
00400571,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2000,,5300019530.0,0.0,1,14,010203000,MM,1
37211008UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300293552.0,0.0,1,999,060200000,ST,0
25467000,704955,,0,0,0,0,F,,272,272.0,Z001,Z4,20,6531,1,,3000,,5300100028.0,0.0,1,42,010401000,ST,0
24402701,701256,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1,E13,2000,,5300119258.0,0.0,1,49,100100000,ST,0
80360408,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,30,200,100,E11,2100,,5300172925.0,0.0,1,14,520100000,ST,0
24900901UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300255204.0,0.0,1,42,10102000,ST,0
34668801,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z1,0,0,1,,3000,3000.0,5300365722.0,0.0,1,168,10102000,ST,0
23482800,700574,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E13,2100,,5300032378.0,0.0,1,98,110400000,ST,0
34306504UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300278443.0,0.0,1,28,10102000,ST,0
04006140,707812,,0,0,0,0,F,,277,277.0,Z012,Z7,70,5404,1,,3000,,5300127863.0,0.0,1,28,130600000,ST,1
32301201,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300273218.0,0.0,1,35,10102000,ST,0
28064101UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300117624.0,0.0,1,28,10102000,ST,0
23776300UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z3,0,0,1,,3000,3000.0,5300237605.0,0.0,1,42,10401000,ST,0
60096684,700230,,0,0,0,0,F,30.0,219,219.0,Z001,Z1,1660,364204,1,,3000,,5300503740.0,0.0,1,70,100202000,ST,0
95142510,700348,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300098603.0,0.0,1,28,060200000,ST,0
23483705UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,1,E19,2100,,5300190661.0,0.0,1,35,10102000,ST,0
00310095,700131,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300018398.0,0.0,1,84,550100000,ST,0
00360560,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,100,E20,2000,,5300189088.0,0.0,1,84,140100000,ST,0
24585105,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300059393.0,0.0,1,3,010301000,ST,0
00120178,700222,,0,0,0,0,F,,708,708.0,Z011,Y3,0,0,1,E11,2000,,5300006180.0,0.0,1,14,070400000,ST,0
23052406,705238,,0,0,0,0,F,40.0,208,208.0,Z010,Y4,0,0,100,E13,2100,,5300134295.0,0.0,1,3,100200000,ST,1
90230433,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300358533.0,0.0,1,30,520200000,ST,0
60016236,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,100,E98,2100,,5300459556.0,0.0,2,210,140100000,ST,0
00330443,700535,,0,0,0,0,F,,233,233.0,Z011,Z1,20,72744,1,,3000,,5300155267.0,0.0,1,119,110400000,ST,0
60105786,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529881.0,0.0,1,10,00,ST,0
90230166,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z2,0,0,100,,3000,3000.0,5300300004.0,0.0,1,30,520200000,ST,0
04005553,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2100,,5300124571.0,0.0,1,42,100202000,ST,0
23336500UB,700000,,0,0,0,0,F,,223,223.0,Z001,X2,500,21150,1,E20,2000,,5300134371.0,0.0,1,42,010401000,ST,0
24249900UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z1,0,0,1,,2000,,5300112277.0,0.0,1,56,10401000,ST,0
95153190,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300307249.0,0.0,1,42,10401000,ST,0
33790607,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300042809.0,0.0,1,28,010304000,ST,0
00360941,700020,,0,0,0,0,F,,272,272.0,Z012,Z7,960,2033,100,,3000,,5300173299.0,0.0,1,28,140100000,ST,0
30010255,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,90,7875,1,E11,3000,,5300078690.0,0.0,1,145,010401000,ST,0
00371248,700417,,0,0,0,0,F,,207,207.0,Z003,Y2,3910,251922,100,E13,2100,,5300163110.0,0.0,1,168,140700000,ST,0
30062400,706883,,0,0,0,0,F,,213,213.0,Z001,Z1,0,0,1,,2100,,5300101739.0,0.0,1,35,010501000,ST,1
60073711,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300462299.0,0.0,1,20,010102000,ST,0
