Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm,anomaly_normal
95183401UB,714198.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,9810.0,4101495.0,418.0932721712538,1.0,,2100.0,,5300411197.0,0.0,1,140,40100000,ST,0.0,87a8ca9cf775426b8c27664765b7242f,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
34071801UB,700074.0,4600012301.0,10.0,28.0,0,0,F,,202,202.0,Z005,Z2,7030.0,1313356.0,186.82162162162163,1.0,,2000.0,,5300150444.0,0.0,1,200,40400000,ST,0.0,5b8c45c5d087476eb0004619153e793f,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60034843,701306.0,4600012562.0,10.0,42.0,0,0,F,,202,202.0,Z003,Y2,7550.0,2996429.0,396.8780132450331,1.0,E13,2000.0,,5300499791.0,0.0,1,182,30202000,ST,0.0,66ecccecc7f14d0ab253a80f08460a48,"Gesamtbestand, Warengruppe, Planlieferzeit Vertrag, Gesamtwert, Vertrag OB","ECOD, kNN",0.0
34063501UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,10830.0,4607301.0,425.4202216066482,1.0,E13,2000.0,,5300169163.0,0.0,1,105,40100000,ST,0.0,d98fb1e0692e4a97b1579d64b387e86c,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
31010104,701165.0,4600012165.0,40.0,28.0,0,0,F,,202,202.0,Z011,Y6,2000.0,21037.0,10.5185,1.0,E13,2000.0,,5300039253.0,0.0,1,196,40400000,ST,0.0,c13ab1e0a57940158924b8f72644bcd7,"Vertragsposition OB, Vertrag OB, Warengruppe",COPOD,0.0
60040124,709574.0,4600012513.0,10.0,112.0,0,0,F,,215,215.0,Z001,Z3,6310.0,11928214.0,1890.3667194928685,1.0,,2000.0,,5300406806.0,0.0,1,112,80400000,ST,0.0,22c55d9670014d99a56a2645877fd1b5,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
60045019,2000.0,,0.0,0.0,0,0,F,,215,215.0,Z012,Z1,0.0,0.0,0.0,1.0,,3000.0,,,,1,999,80100000,ST,0.0,d7a5bca2b7d5400caf62bc4014573969,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00345091,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Y6,1210.0,2752967.0,2275.179338842975,1.0,E13,3000.0,2100.0,5300210603.0,0.0,1,105,80300000,ST,0.0,a15531995a3e47baae36ccd7ee52c652,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
04005887,702686.0,,0.0,0.0,0,0,F,,215,215.0,Z003,Y4,50.0,1625.0,32.5,1.0,E13,3000.0,,,,1,84,80100000,ST,0.0,f522358f135e42fd9a832f2f7e51c167,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00341324,715521.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Y3,0.0,0.0,0.0,1.0,E13,3000.0,,,,1,84,80300000,ST,0.0,ba89f25e617f4d0f87513db9f56ed73b,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00346478,708235.0,5500000849.0,20.0,14.0,14,42,F,,715,715.0,Z008,Y7,650.0,81319.0,125.10615384615384,1.0,E13,2100.0,,5300137072.0,0.0,1,42,80200000,ST,0.0,a97d6a5b48454d55a3ec3c21bb715a94,"Einkäufer, Vertragsposition OB, Dispolosgröße, Disponent","ECOD, COPOD",0.0
00346328,702686.0,5500001956.0,20.0,28.0,28,112,F,,715,715.0,Z003,Y6,230.0,109938.0,477.9913043478261,1.0,E13,2100.0,,5300095666.0,0.0,1,84,80100000,ST,0.0,987a72a2aa394b97be22ea9519d70b05,"Vertrag_Fix2, Vertragsposition OB, Disponent, Vertrag Fix1, Einkäufer","ECOD, COPOD",0.0
00347356,702686.0,5500007866.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y6,130.0,11934.0,91.8,100.0,E13,2000.0,,5300527566.0,0.0,1,84,80100000,ST,0.0,e0cb3cb7c83f4ebc865d3d8937f46ca4,"Einkäufer, Vertrag_Fix2, Disponent, Vertrag Fix1","ECOD, COPOD",0.0
60034123,700985.0,4600012271.0,10.0,56.0,0,0,F,,208,208.0,Z011,Y9,23330.0,2390205.0,102.4519931418774,1.0,E13,2000.0,,5300385152.0,0.0,1,14,90100000,ST,0.0,e3888c6affaf40d98dc91661bab0f93a,"Gesamtbestand, Dispolosgröße, Disponent, Gesamtwert","kNN, IForest",1.0
00160086,701806.0,5500007411.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,570.0,421.0,0.7385964912280701,100.0,E98,2100.0,,5300174052.0,0.0,2,13,140700000,ST,0.0,576612caaf454e1a97a3078b7eedfc77,"Kalender, Disponent, Einkäufer",IForest,1.0
95110360,718056.0,,0.0,0.0,0,0,F,,208,208.0,Z012,Z2,5680.0,2406733.0,423.7205985915493,1.0,,3000.0,,5300544652.0,0.0,1,360,90100000,ST,0.0,3f27a5bb453e4a3c88dbacc00baaea14,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00240180,700985.0,4600012272.0,10.0,42.0,0,0,F,,208,208.0,Z011,Y9,21960.0,141419.0,6.439845173041895,1.0,E13,2000.0,,5300010225.0,0.0,1,14,90100000,ST,0.0,3a368b563cbc4fb985c57a64d705c2d7,"Einkäufer, Gesamtbestand, Dispolosgröße, Disponent",IForest,1.0
60119499,703002.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,17260.0,6244749.0,361.8046929316338,1.0,,2000.0,,5300538122.0,0.0,1,999,0,ST,0.0,41565f33a622423e9f9cca93d2705908,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
24592702,709909.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Z1,70.0,991203.0,14160.042857142857,1.0,,2000.0,,5300170153.0,0.0,1,85,100202000,ST,0.0,9908c0129d3f4ac7b70d1d47defb0f73,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00346124,703531.0,,0.0,0.0,0,0,F,,215,215.0,Z009,Y6,49260.0,30415818.0,617.4546894031669,1.0,E15,3000.0,,5300079357.0,0.0,1,180,80400000,ST,0.0,3befd2480ea942d6a05bbe3d331f17ad,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00345240,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Y2,1050.0,1659489.0,1580.4657142857145,1.0,E13,3000.0,3000.0,5300210690.0,0.0,1,175,80100000,ST,0.0,14da56f34f6648e1a6ebfff0db8ca64c,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
60045015,2000.0,,0.0,0.0,0,0,F,,215,215.0,Z012,Z1,0.0,0.0,0.0,1.0,,3000.0,,,,1,999,80100000,ST,0.0,62d273cc21fd48a58de0da8c221320ca,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00341363,700808.0,4600012164.0,10.0,365.0,0,0,F,30.0,215,215.0,Z001,X1,5170.0,12440054.0,2406.2,1.0,,2000.0,,5300113375.0,0.0,1,365,80800000,ST,0.0,6678c4aeafeb48f798a0acf770edbe01,"Gesamtbestand, Dispolosgröße, Planlieferzeit Vertrag, Gesamtwert, Vertrag OB","ECOD, kNN, COPOD",0.0
00347015,702282.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Z3,11490.0,14038482.0,1221.8,1.0,,2000.0,,5300427444.0,3.0,1,5,80800000,ST,0.0,ab8abd3799194501ab0cb0a1b52c30a1,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
24246310,700415.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Z3,580.0,1576788.0,2718.6,1.0,,2000.0,,5300139638.0,3.0,1,84,550100000,ST,0.0,0d7961f284eb461aab72ebfeb3fda5b7,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
24141200,700415.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Z3,10510.0,3404189.0,323.9,1.0,,3000.0,,5300123048.0,0.0,1,84,550100000,ST,0.0,85e7d34828d94b2ca5a3bc602c0a00fe,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00345069,711970.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z003,Y2,0.0,0.0,0.0,1.0,E13,2100.0,,,,1,3,80300000,ST,0.0,698fc6c095e3438bb98ca58e82a099ba,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00345229,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Y5,12230.0,6840199.0,559.2967293540474,1.0,E13,3000.0,3000.0,5300180662.0,0.0,1,999,80100000,ST,0.0,a36de4755de24d2b81f015fa7994d090,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
04005887,702686.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z003,Y6,0.0,0.0,0.0,1.0,E13,2100.0,,,,1,84,80100000,ST,0.0,8bc3a37ca3184a30b76b4f7abc90d048,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00341661,715521.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y4,0.0,0.0,0.0,1.0,E13,2100.0,,,,1,3,80300000,ST,0.0,4b2ffb5d4b664328aabb0a178e202e91,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00341216,704793.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Z1,100.0,1402399.0,14023.99,1.0,,2100.0,,5300070573.0,0.0,1,350,80300000,ST,0.0,d95fb53c4f4d4e3ba8ef997455ac05e1,"Materialnummer, Lieferant OB, Infosatznummer",kNN,0.0
00347596,711970.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y2,0.0,0.0,0.0,1.0,E13,2100.0,,,,1,3,80300000,ST,0.0,c25f72bd31024bf2af54394049b7ffbc,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
00340616UB,700808.0,4600007559.0,10.0,140.0,0,0,F,40.0,215,215.0,Z001,Z0,0.0,0.0,0.0,1.0,,2100.0,,5300010654.0,3.0,1,3,80800000,ST,0.0,564a6424641046e5b60e6b2642508848,"Disponent, Infosatztyp, Werk Infosatz",IForest,1.0
00265196,700223.0,4600012545.0,10.0,70.0,0,0,F,40.0,208,208.0,Z011,Y2,300.0,106.0,0.3533333333333333,100.0,E13,3000.0,,5300171572.0,0.0,1,70,90300000,ST,0.0,48c759bae4744953889a537f312aeb23,"Einkäufer, Warengruppe, Disponent, Werk Infosatz",IForest,1.0
00240231,2000.0,,0.0,0.0,0,0,F,40.0,208,208.0,Z008,Z3,11650.0,4545625.0,390.1824034334764,1.0,,3000.0,3000.0,5300205378.0,0.0,1,360,90100000,ST,0.0,cde27689b5174ec989b09e706394ff4a,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
04008055,706693.0,,0.0,0.0,0,0,F,40.0,208,208.0,Z001,Z1,0.0,0.0,0.0,100.0,,2100.0,,,,1,3,100202000,ST,0.0,ee7fa0e032b84c07a517e842216fa320,"Materialnummer, Lieferant OB, Infosatznummer",kNN,1.0
60027654,708551.0,5500006016.0,10.0,14.0,14,42,F,40.0,708,708.0,Z010,Y6,1100.0,94105.0,85.55,100.0,E11,2100.0,,5300380387.0,0.0,1,60,70300000,ST,0.0,8f4a3d3c8c774393b48faae39273a2ef,"DispoGruppe, Warengruppe, Kalender, Werk Infosatz",IForest,1.0
00360446,700020.0,5500004848.0,10.0,4.0,4,60,F,40.0,708,708.0,Z011,X4,520.0,8229.0,15.825,1.0,E20,3000.0,,5300019601.0,0.0,1,42,140100000,ST,0.0,f8f94ffb53354d76a59f55af2256d657,"Kalender, WE_Bearbeitungszeit, Dispolosgröße, Werk Infosatz",IForest,1.0
00200196,700020.0,5500004846.0,10.0,4.0,4,60,F,40.0,708,708.0,Z011,X4,240.0,124.0,0.5166666666666667,100.0,E20,3000.0,,5300383846.0,0.0,1,28,100202000,ST,0.0,9bbd4a784b3b433a973844af98e7757d,"Dispolosgröße, Warengruppe, Werk Infosatz",IForest,1.0
00341261,701806.0,5500004896.0,10.0,4.0,4,60,F,40.0,708,708.0,Z011,V5,1380.0,19661.0,14.247101449275362,100.0,E98,3000.0,,5300408072.0,3.0,2,70,80600000,ST,0.0,3679fb0de5544ebabb6646e3a877e98f,Dispolosgröße,"ECOD, COPOD, IForest",1.0
00370913,700020.0,5500004828.0,10.0,4.0,4,60,F,40.0,708,708.0,Z011,X4,1320.0,781.0,0.5916666666666667,100.0,E20,3000.0,,5300176958.0,0.0,1,126,140100000,ST,0.0,19315a2f15ac4037bdae53e6fa0bef47,"Kalender, Dispolosgröße, Werk Infosatz",IForest,1.0
00341261,701806.0,5500004896.0,10.0,4.0,4,60,F,40.0,708,708.0,Z011,V5,1380.0,19661.0,14.247101449275362,100.0,E98,3000.0,,5300408072.0,0.0,2,70,80600000,ST,0.0,fa3f7f84d56e4999b18ab53cdcec5d1b,Dispolosgröße,"ECOD, COPOD, IForest",1.0
00310954,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6640.0,1646056.0,247.9,1.0,E11,3000.0,,5300004821.0,3.0,1,104,110600000,ST,0.0,c55030e7a0f646e1aacc1d23eca3cf11,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00311580,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,12080.0,2925776.0,242.2,1.0,E11,2100.0,,5300358288.0,3.0,1,84,110600000,ST,0.0,13780e5b6fe4446f86f620c2a320cabf,"Infosatztyp, Vertrag OB, Einkäufer, Gesamtwert","kNN, IForest",0.0
60022091,2000.0,,0.0,0.0,0,0,F,40.0,208,208.0,Z008,Z2,0.0,0.0,0.0,100.0,,3000.0,,,,1,56,140100000,ST,0.0,21c8219a669b4bf5b04b0a7dd2db357f,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00311580,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,12080.0,2925776.0,242.2,1.0,E11,2100.0,,5300358288.0,0.0,1,84,110600000,ST,0.0,7f22cc55d8144a69a218f964aa5bfc58,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00311211,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6590.0,1472206.0,223.4,1.0,E11,3000.0,,5300093836.0,3.0,1,84,110600000,ST,0.0,4a8ccb4f9f1b40ab9c693b16ae51579b,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00310954,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6640.0,1646056.0,247.9,1.0,E11,3000.0,,5300004821.0,0.0,1,104,110600000,ST,0.0,153c5d57c1f14b6baac907eef678a408,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00311211,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6590.0,1472206.0,223.4,1.0,E11,3000.0,,5300093836.0,0.0,1,84,110600000,ST,0.0,54d7f051ed104e9a84823f4f6e56c512,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
23014502,701806.0,5500006908.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,1870.0,11712.0,6.2631016042780745,100.0,E98,2000.0,,5300186471.0,0.0,2,3,60100000,ST,0.0,288f403afe814afcb15450a8ac3f5c11,Dispolosgröße,"IForest, ECOD, COPOD",1.0
24047006,701806.0,5500008593.0,10.0,4.0,4,60,F,,208,208.0,Z011,V4,8160.0,120794.0,14.803186274509804,100.0,E98,2100.0,,5300195404.0,0.0,2,4,60100000,ST,0.0,f7f9c9e2a3e2447e8972adb37600f763,Dispolosgröße,"ECOD, COPOD",0.0
00200193,700020.0,5500007459.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,40.0,237.0,5.925,1.0,E20,2100.0,,5300173133.0,0.0,1,4,100202000,ST,0.0,f8af5082448c45a38efcef7ad55b4231,"Dispolosgröße, Disponent, Einkäufer, Warengruppe",IForest,0.0
60024729,707032.0,5500009070.0,10.0,30.0,30,180,F,,208,208.0,Z008,Z2,460.0,637921.0,1386.7847826086957,1.0,,2000.0,,5300378762.0,0.0,1,2,90100000,ST,0.0,f88e96288d26498785d0c014dd8693b4,"Vertrag Fix1, Planlieferzeit Mat-Stamm, Gesamtwert, Planlieferzeit Vertrag, Vertrag_Fix2","IForest, ECOD",1.0
00360414,701806.0,5500008261.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,3910.0,5718.0,1.4624040920716113,100.0,E98,2800.0,,5300358384.0,0.0,2,4,140100000,ST,0.0,48ddeb92d9bf4996892ec8aea6eeae56,"Dispolosgröße, Werk OB","IForest, ECOD, COPOD",0.0
04005198,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,9ac24d5e9f854e3b9402c27d7f8d37fe,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005258,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,140700000,ST,0.0,95b488b3647645bb81b74494a9896e4e,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005266,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,ccad4309d1ee401f86e848c4e37e0bc7,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005264,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,140100000,ST,0.0,8e02b0ef4b9142889d1c8e46ab05d0a5,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005199,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,96fcb85a2504454b88d6d89eb55cad28,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005206,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,e82303647e014793b6b6da915e2269f8,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005210,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,6d4dc5c4d7434cbd8507afc1185bd243,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005209,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,d2fed52cc21f48909d5b485fca213282,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005260,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,e0d83f4142974cf4af78f88e10649755,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005196,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,07357ba51a8a42ce821f03eb32bdd2ff,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005257,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,e4bef59c096e4c3c976e4cca6c91620e,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005193,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,140700000,ST,0.0,c6f5f08ea1a8452f9e592a320554a653,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005265,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,90300000,ST,0.0,cf1c2e5245f740ea8ac58c2d323fae95,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005191,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,a0655df6893a46a289dacee689e78868,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005267,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,140000000,ST,0.0,f2091098a8cd48fc8093f1f6a00f453a,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005190,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,b29c62b87d77444db5abe4013352d05e,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005231,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,140100000,ST,0.0,444939d6dc384636905002d7e8c234f9,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005234,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,7c33c6f78f1c43008e8050e613625661,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005262,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,2c69b1c1b98f4fc287f1d418c341f2c9,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005270,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,0d8863b686384db0a9bfe6de07bd522c,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005214,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,cf76dda95c894ddca5304529ca7b6014,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005202,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,3c3de6a104624e308921ddf32b88e231,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005235,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,9098a8dd37404d16bc4c10413b5fefb6,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005197,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,5f0b79062af148488f8f62915d3aec7d,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005263,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,37599072eb0e4633a70eb4e880f105a2,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005194,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,f594de8373dd4e279bcd25ecfa77c761,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005216,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,e874da78348d49f292e74e6e549c0fa9,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005189,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,e21908fd319d41328f127a6ce512c659,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005227,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,35431909778f430fbd25a388a3d02f9a,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005268,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,140100000,ST,0.0,f386fef1e30944f8937d1997dc0457e5,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005255,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,303595df9a2b4b588ab288369e7f8089,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005228,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,b9b8abb8a0e34a46b791a929cde12f08,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005212,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,02eeec8c0b244c3bafe60761a22ad8e7,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
04005211,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0.0,0.0,1000.0,,2100.0,,,,1,999,130000000,ST,0.0,623c9849a08349f7a688cb12b6b655b9,"Lieferant OB, Materialnummer, Infosatznummer",kNN,0.0
00350113,701806.0,5500006805.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3990.0,2095.0,0.525062656641604,1000.0,E98,3000.0,,5300174071.0,0.0,2,14,140200000,ST,0.0,a0de421c1a1d46f6be9733542f11bcf6,Dispolosgröße,"IForest, ECOD, COPOD",1.0
00370060,700020.0,5500004821.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,6290.0,8256.0,1.3125596184419714,100.0,E20,3000.0,,5300020424.0,0.0,1,4,140700000,ST,0.0,cbb3a0f10f6c4ecba33521a35a19c066,"DispoGruppe, Dispolosgröße, Planlieferzeit Vertrag, Kalender",IForest,1.0
00270365,709310.0,5500000195.0,20.0,21.0,21,91,F,,708,708.0,Z011,Y9,103460.0,4054037.0,39.18458341387976,1.0,E13,2000.0,,5300156989.0,0.0,10,7,90300000,ST,0.0,e2ba307624874cec93a4f7adbe16e9f0,"Vertrag Fix1, Gesamtbestand, Gesamtwert, Vertragsposition OB, WE_Bearbeitungszeit, Vertrag_Fix2","kNN, IForest, ECOD, COPOD",1.0
00200162,700020.0,5500004833.0,10.0,4.0,4,60,F,40.0,708,708.0,Z011,X4,190.0,935.0,4.921052631578948,100.0,E20,3000.0,,5300383855.0,0.0,1,21,530104000,ST,0.0,6d61af3be8b1402da92b417d1c38bef4,"Dispolosgröße, DispoGruppe, Kalender, Warengruppe",IForest,1.0
