Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm
60014823,702225,,0,0,0,0,F,,213,213.0,Z004,TB,520,1785836,3434.3,1,,2000,,5300371490.0,0.0,1,63,550100000,ST,0,6150111796e342acb8deee79df46040a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
24371210,708235,5500006630.0,10,14,14,42,F,,715,715.0,Z008,Y6,600,284119,473.5316666666667,1,E13,2100,,5300170313.0,0.0,2,42,550100000,ST,0,9d5858b972ea4f1a88addb2f4ed811db,"Einkäufer, Disponent","IForest, ECOD, COPOD"
60059939,703002,,0,0,0,0,F,,208,208.0,Z001,Y9,4600,2349927,510.85369565217394,1,E11,2100,,5300426873.0,0.0,1,84,110600000,ST,0,05ed8bfa5a974a719efce4c48a19699a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60035372,701710,5500008781.0,10,14,14,70,F,,231,231.0,Z008,Y4,2640,73920,28.0,1,E14,2100,,5300416306.0,3.0,1,84,550100000,ST,0,868c4b48ab6c41c0be0c8a240eb58203,"Gesamtbestand, Einkäufer, Disponent, Vertrag_Fix2","IForest, ECOD, COPOD"
04005255,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,880,1574,1.7886363636363636,1000,,3000,,,,1,35,130000000,ST,0,054e24f33d9d4a778fd58ff1c2afe775,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00350017,701806,5500002928.0,10,4,4,60,F,,708,708.0,Z011,V5,1000,5272,5.272,100,E98,2100,,5300381285.0,0.0,2,4,140200000,ST,0,3d717aa317f947719821e688119c8a5d,Dispolosgröße,"ECOD, COPOD"
60008319,701218,,0,0,0,0,F,,203,203.0,Z010,Y5,390,1569758,4025.020512820513,1,E15,3000,,5300354406.0,0.0,1,70,070100000,ST,0,ae5cb87d956a42fcb22935e6c3b3de6e,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00130913,717841,5500007952.0,10,14,14,60,F,,703,703.0,Z011,Y5,340,436362,1283.4176470588236,1,E11,2100,,5300503929.0,0.0,1,14,070200000,ST,0,c154a36860b349868ee8ccfc4430c5e9,"Warengruppe, Disponent, Dispolosgröße, Kalender",IForest
00346706,708038,5500007202.0,10,14,14,84,F,,715,715.0,Z001,Y6,100,4076,40.76,1,E11,2000,,5300140509.0,0.0,1,84,080100000,ST,0,436c6f5eb84c4ed89445c977b17bb353,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
00260059,701806,5500003313.0,10,4,4,60,F,,708,708.0,Z011,V5,3570,7401,2.073109243697479,100,E98,2100,,5300184851.0,0.0,2,4,140700000,ST,0,7cc9d8a72a1842538d6e301477c6e06b,Dispolosgröße,"ECOD, COPOD"
00370771,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140100000,ST,0,9e10c1abba114a49b75768a088476426,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60010658,709741,5500002993.0,20,42,42,42,F,,713,713.0,Z008,V9,0,0,0.0,1,E18,2000,,5300363205.0,0.0,1,42,010403000,ST,0,4a37b476a7e845ff8e15f3a2511a5e5e,"Dispolosgröße, Planlieferzeit Vertrag, Vertragsposition OB, Vertrag Fix1, Einkäufer, Disponent, Kalender","ECOD, COPOD"
00371036,706261,,0,0,0,0,F,,264,264.0,Z012,Y4,4110,1738,0.42287104622871047,100,E13,3000,,,,1,7,140100000,ST,0,9e4960abd33742019c44250dddf1f650,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00371111,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140200000,ST,0,611806a55c8b48509fa3d05b2565f0f1,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60096593,714198,,0,0,0,0,F,,231,231.0,Z001,Z1,8690,5530836,636.4598388952819,1,,2000,,5300499504.0,0.0,1,999,040100000,ST,0,25edb011264d49f8ae3b36a094fdb27f,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360119,701806,5500000432.0,10,4,4,60,F,,708,708.0,Z011,V5,14000,7468,0.5334285714285715,100,E98,2000,,5300174128.0,0.0,2,4,140100000,ST,0,08f66488a6bb486abcf9b540511adbc3,Dispolosgröße,"ECOD, COPOD"
60007938,701806,5500008594.0,10,4,4,60,F,,208,208.0,Z011,V5,8030,6057,0.7542963885429639,1,E98,2100,,5300408985.0,0.0,2,14,140100000,ST,0,2af999bef70645218ee1ae51de511b4c,"Gesamtbestand, Dispolosgröße","IForest, ECOD, COPOD"
60062888,715408,4600011752.0,10,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,0.0,1,,3000,,5300436734.0,3.0,1,56,010403000,ST,0,489b461f644f449196453456cddbfc0f,"Infosatztyp, Planlieferzeit Vertrag, DispoGruppe",IForest
00260082,701806,5500006792.0,10,4,4,60,F,,708,708.0,Z011,V5,4900,2077,0.42387755102040814,100,E98,2000,,5300173959.0,0.0,2,14,140700000,ST,0,76aaed38696a4225b1172b061e4d6c9a,Dispolosgröße,"ECOD, COPOD"
00346254,708038,5500008170.0,10,14,14,84,F,,715,715.0,Z001,Y6,1990,146748,73.74271356783919,1,E11,3000,,5300378423.0,0.0,1,84,080100000,ST,0,f408c1cecc4346d0992958d380514b2c,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
95195069,701056,,0,0,0,0,E,,999,999.0,,EX,0,0,0.0,1,,2100,,5300369592.0,3.0,0,999,080000000,ST,0,553c2e139e9a4a9a8188985f919bfe2f,"Beschaffungsart, DispoGruppe, Einkäufer, Disponent, WE_Bearbeitungszeit","ECOD, COPOD"
34060806UB,716090,,0,0,0,0,F,,202,202.0,Z011,Y2,4780,2585024,540.8,1,E15,2000,,5300464554.0,0.0,1,105,040100000,ST,0,a49a082eb09140e1b5d1a1808520698f,"Infosatznummer, Materialnummer, Lieferant OB",kNN
23246102,702750,,0,0,0,0,F,,203,203.0,Z011,Y5,52740,7308006,138.56666666666666,1,E15,2100,,5300121930.0,0.0,1,182,030203000,ST,0,f51841f7fcf843ca9eebc1da9ef6c780,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360823,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,15,140100000,ST,0,b13d854f539c4aba90993e6d2f267ae0,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34071501,710155,5500009087.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1440,531792,369.3,1,,2000,,5300456267.0,0.0,1,14,040000000,ST,0,ba1754f3984f49ea8d4de2b55bc78d9f,"Dispolosgröße, Warengruppe, Gesamtwert, Einkäufer, Disponent","ECOD, COPOD"
04103258,713050,,0,0,0,0,F,,703,703.0,Z001,Z7,0,0,0.0,100,,2000,,,,1,21,131400000,ST,0,295f1774238a4fbca28ad03cb03377d3,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00371051,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140700000,ST,0,bff79ca98e3f417788a454434c050a95,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60053313,700020,5500005515.0,10,4,4,280,F,,708,708.0,Z011,X4,11110,17905,1.6116111611161117,100,E20,2100,,5300417768.0,0.0,1,4,140100000,ST,0,9f7fd5be08db4f3dbcee1aa2f11bf24b,Vertrag_Fix2,"IForest, ECOD, COPOD"
31037300UB,700000,4600012854.0,20,42,0,0,F,,223,223.0,Z001,V9,0,0,0.0,1,E19,2100,,5300068858.0,3.0,1,14,010401000,ST,0,2d98a0bc1be44520894e03f186fd1580,"Infosatztyp, Kalender, Vertragsposition OB",IForest
00131132,706085,5500005495.0,10,28,28,56,F,,203,203.0,Z011,Y5,1060,2106276,1987.0528301886793,1,E12,3000,,5300147105.0,0.0,1,28,070200000,ST,0,36b58870bdcd499496774400ec5e63a8,"DispoGruppe, Dispolosgröße, Warengruppe, Gesamtwert","kNN, IForest"
60017504,700537,5500006475.0,10,42,42,112,F,,203,203.0,Z010,Y5,1530,9901061,6471.281699346405,1,E13,2000,,5300366760.0,0.0,1,112,070800000,ST,0,c314617dd5ab4876b39f37ee941c0f74,"Vertrag_Fix2, Planlieferzeit Vertrag, Vertrag Fix1, Gesamtwert","kNN, IForest, ECOD, COPOD"
00350147,701806,5500003572.0,10,4,4,60,F,,708,708.0,Z011,V4,150,5793,38.62,100,E98,2100,,5300390798.0,0.0,2,4,140200000,ST,0,e1b7b00c2bae44c8a9522b6fc8575a80,Dispolosgröße,ECOD
00370831,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140300000,ST,0,66e26d6d3c19495f84df3aa9c61c4d21,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00347001,708038,5500001999.0,20,14,14,84,F,,715,715.0,Z001,Y6,390,60367,154.7871794871795,1,E11,2000,,5300155569.0,0.0,1,84,080100000,ST,0,dd34b7c9eced42c7a09f76352a4da7d5,"Dispolosgröße, Kalender, Vertragsposition OB",IForest
00370102,700020,5500001699.0,10,4,4,60,F,,708,708.0,Z011,X4,4020520,72732,0.018090197287913005,1000,E20,2000,,5300020650.0,0.0,1,4,140300000,ST,0,540779120bd64d5ebf75b66137df08d9,Gesamtbestand,"ECOD, COPOD"
35163661,709741,5500003551.0,20,42,42,42,F,,713,713.0,Z008,V9,3320,896898,270.15,1,E18,2000,,5300372502.0,0.0,1,42,010102000,ST,0,24f186ba5a9e4b40bd4d028c3c4a7cf2,"Kalender, Gesamtbestand, Dispolosgröße, Gesamtwert, Planlieferzeit Vertrag, Vertragsposition OB, Einkäufer, Disponent, Vertrag Fix1","ECOD, COPOD"
00370562,701806,5500002595.0,10,4,4,60,F,,708,708.0,Z011,V4,2220,1942,0.8747747747747747,100,E98,2000,,5300377536.0,0.0,2,4,140100000,ST,0,bc98f6ddaf5b4c89964a41e49e9a5d0f,Dispolosgröße,ECOD
60053595,709890,,0,0,0,0,F,30.0,202,202.0,Z011,Y2,44570,3110986,69.8,1,E13,2100,,5300419200.0,3.0,1,112,050400000,ST,0,fbc4e55cc9454238a2eed6169cec22b0,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60071509,701306,4600012705.0,10,42,0,0,F,,202,202.0,Z001,Y9,2440,790157,323.83483606557377,100,E13,2100,,5300493415.0,0.0,1,182,030202000,ST,0,3a96c2c83aa6427593348ec4bbc9fa51,"Disponent, Einkäufer, Dispolosgröße, Warengruppe",IForest
00111440,719499,,0,0,0,0,E,50.0,259,999.0,,EX,0,0,0.0,1,,2100,,5300548566.0,3.0,0,999,550100000,ST,0,a61da88e263646ecb50ea36e9c825d8b,"Beschaffungsart, Sonderbeschaffungsart, DispoGruppe, Einkäufer, Disponent, WE_Bearbeitungszeit","ECOD, COPOD"
04005258,706943,,0,0,0,0,F,,208,208.0,Z001,Z7,0,0,0.0,1000,,2000,,,,1,45,140700000,ST,0,dc2c867f533744e19766b619f1fb7f89,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00370836,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,21,140700000,ST,0,2efa1236c89842ef820c48dfc3a84db1,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60044273,709741,5500008557.0,10,42,42,42,F,30.0,213,213.0,Z008,V9,100,86106,861.06,1,E18,2100,,5300408326.0,3.0,1,42,010402000,ST,0,2ab0caa7e2f04ecd8e856d57dad0cba6,"Kalender, Planlieferzeit Vertrag, Dispolosgröße, Vertrag Fix1","IForest, ECOD, COPOD"
60059045,709734,,0,0,0,0,F,,215,215.0,Z001,Z3,60,2039005,33983.416666666664,1,,2100,,5300426014.0,0.0,1,84,080300000,ST,0,ccb5f6af1e854b4698f72ad7c41a5030,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34060844,710155,5500009107.0,10,14,14,14,F,30.0,702,702.0,Z010,Z3,610,37793,61.955737704918036,1,,3000,,5300547227.0,0.0,1,14,040100000,ST,0,8ae25b7457534d39866fe07abc04f912,"Einkäufer, Disponent, Warengruppe","ECOD, COPOD"
00346300,715691,4600012453.0,10,98,0,0,F,,215,215.0,Z001,Y5,8390,2594492,309.2362336114422,1,E11,2000,,5300454578.0,0.0,1,98,080400000,ST,0,5325c9196a2147fa9dfaebfe283748ff,"Gesamtbestand, Vertrag OB, Dispolosgröße, Kalender","kNN, IForest"
04000017,706261,,0,0,0,0,F,,272,272.0,Z012,Y6,2130,35285,16.565727699530516,1,E13,3000,,,,1,7,140100000,ST,0,8fade8136cec44fc898a3d967a32c5c4,"Infosatznummer, Materialnummer, Lieferant OB",kNN
60082319,708038,5500007796.0,10,14,14,84,F,,715,715.0,Z001,Y6,350,77492,221.40571428571428,1,E11,2100,,5300469768.0,0.0,1,84,080100000,ST,0,07ab94654c7f4c45a1da75b8d6a5f654,"Kalender, Disponent, Dispolosgröße, Vertrag_Fix2",IForest
00130392,700049,5500009049.0,10,21,21,60,F,,203,203.0,Z011,Y5,620,295988,477.4,1,E11,3000,,5300013294.0,0.0,1,21,070200000,ST,0,b263d48da7c74f4b9d3a812311322f21,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
24342300,702225,5500006560.0,10,42,42,98,F,,213,213.0,Z004,TB,0,0,0.0,1,,2100,,5300109540.0,3.0,1,42,550100000,ST,0,b28d79c7b5f0462a981cd7af9858d231,"Infosatztyp, Warengruppe, DispoGruppe",IForest
00370836,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2100,,,,1,21,140700000,ST,0,59c520d58d7f45c38aac7859a283bba1,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360919,701806,5500006339.0,10,4,4,60,F,,708,708.0,Z011,V5,29660,36759,1.2393459204315576,100,E98,2000,,5300193173.0,0.0,2,4,140100000,ST,0,ec42c3a9df404767b25893423389587e,Dispolosgröße,"ECOD, COPOD"
60018765,702686,5500007838.0,10,28,28,112,F,,715,715.0,Z003,Y6,0,0,0.0,1,E13,2000,,5300370722.0,0.0,1,84,080100000,ST,0,ede1a60ef1e04eb3ae50f0bb22e3a9e7,"Gesamtbestand, Dispolosgröße, Vertrag_Fix2, DispoGruppe",IForest
34022000UB,700000,4600012087.0,10,42,0,0,F,30.0,223,223.0,Z001,V2,0,0,0.0,1,E19,2100,,5300044076.0,3.0,1,14,010402000,ST,0,f04630e1790e40e98d6c2e492a08756a,"Infosatztyp, Einkäufer, Kalender",IForest
60044730,702686,5500007620.0,10,28,28,112,F,,715,715.0,Z003,Y6,940,82167,87.41170212765958,1,E13,2100,,5300407534.0,0.0,1,84,080600000,ST,0,d2182d145c9f48e4a789b4f258634ac1,"Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00360216,701806,5500000509.0,10,4,4,60,F,,708,708.0,Z011,V5,3120,635,0.20352564102564102,100,E98,2100,,5300173991.0,0.0,2,4,140100000,ST,0,c508ffb23709454f86c44290b90562ba,Dispolosgröße,"ECOD, COPOD"
60080630,708038,5500006771.0,10,14,14,84,F,,715,715.0,Z001,Y6,20,8125,406.25,1,E11,2000,,5300462800.0,0.0,1,84,080100000,ST,0,9386737f87d94427917a6badd9df68d2,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
00320006,702855,,0,0,0,0,F,,203,203.0,Z010,Y5,8160,1486947,182.22389705882352,1,E13,3000,,5300150268.0,0.0,1,210,030203000,ST,0,ce37356b28ee4bd28c5d2a9812e65a35,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360352,701806,5500000759.0,10,4,4,60,F,,708,708.0,Z011,V4,2110,20307,9.624170616113744,1,E98,2100,,5300174226.0,0.0,2,4,140100000,ST,0,94233258a4f44769a9d1ea8164831460,"Gesamtbestand, Dispolosgröße","IForest, ECOD, COPOD"
00341363,700808,4600012164.0,10,365,0,0,F,30.0,215,215.0,Z001,X1,5170,12440054,2406.2,1,,2000,,5300113375.0,0.0,1,365,080800000,ST,0,6678c4aeafeb48f798a0acf770edbe01,"Gesamtbestand, Dispolosgröße, Gesamtwert, Vertrag OB, Planlieferzeit Vertrag","kNN, ECOD, COPOD"
60096051,702686,5500007845.0,10,28,28,112,F,,715,715.0,Z003,Y4,20,7682,384.1,1,E13,2000,,5300507063.0,0.0,1,84,080100000,ST,0,1deb6a81cccd4de680e353ee8d8527d2,"Vertrag_Fix2, Einkäufer, Disponent, Vertrag Fix1","IForest, ECOD, COPOD"
00311490,701806,5500002606.0,10,4,4,60,F,,708,708.0,Z011,V5,25000,29886,1.19544,100,E98,3000,,5300173597.0,0.0,2,4,140100000,ST,0,6414a5b1906e4a578bc1341c17401377,Dispolosgröße,"ECOD, COPOD"
60042573,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,170,1174037,6906.1,1,,3000,,5300407542.0,0.0,1,120,00,ST,0,1a57020832254da99ed9c03d550a108a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00370118,701806,5500000804.0,10,4,4,60,F,,708,708.0,Z011,V5,255070,243572,0.9549221782255851,1000,E98,2000,,5300174224.0,0.0,2,4,140300000,ST,0,5b6069138afa439c8d4938ce99182c7f,Dispolosgröße,"ECOD, COPOD"
00370388,701806,5500006873.0,10,4,4,60,F,,708,708.0,Z011,V5,70560,3383,0.04794501133786848,1000,E98,3000,,5300174011.0,0.0,2,13,140300000,ST,0,59af4162322d43598c2a20b180af7ff6,Dispolosgröße,"ECOD, COPOD"
04005189,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,170,1785,10.5,1000,,3000,,,,1,35,130000000,ST,0,67c40563571a42c6baaecc593edb3cd5,"Infosatznummer, Materialnummer, Lieferant OB",kNN
01415200UB,709741,5500003454.0,20,42,42,42,F,30.0,713,713.0,Z008,V9,300,13614,45.38,1,E18,2100,,5300377824.0,3.0,1,42,010401000,ST,0,1b437ac9a39b4b198fa00a8f6f2a57c4,"Dispolosgröße, Planlieferzeit Vertrag, Vertragsposition OB, Vertrag Fix1, Einkäufer, Disponent, Kalender","IForest, ECOD, COPOD"
00360258,701806,5500000637.0,10,4,4,60,F,,708,708.0,Z011,V4,3420,16547,4.838304093567252,100,E98,2100,,5300174172.0,0.0,2,4,140100000,ST,0,8601d8fceaae448783fa0999e9e0ba2e,Dispolosgröße,"ECOD, COPOD"
00130408,700049,5500008233.0,10,14,14,60,F,,703,703.0,Z011,Y5,560,791644,1413.65,1,E11,2000,,5300013404.0,0.0,1,70,070200000,ST,0,040cbf7859904ad299996752c63bbde2,"Disponent, Dispolosgröße, Kalender, Gesamtwert",IForest
00370547,700020,5500001750.0,20,4,4,60,F,,708,708.0,Z011,X6,515780,285209,0.5529663810151615,1000,E20,2000,,5300004282.0,0.0,1,4,140300000,ST,0,c574177f674a495195e392b9b35cb672,"Dispolosgröße, Vertragsposition OB","ECOD, COPOD"
00111313,700537,,0,0,0,0,F,,203,203.0,Z010,Y5,750,4171837,5562.449333333333,1,E13,2000,,5300165376.0,0.0,1,112,070800000,ST,0,11b60275514a47d79c9ade999cc44199,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34287502,705073,,0,0,0,0,F,,203,203.0,Z001,Y5,2640,2988677,1132.0746212121212,1,E11,3000,,5300095623.0,0.0,1,56,010102000,ST,0,d3b3cfff012e4d95bab2e3e8ff070a1a,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360695,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,21,140100000,ST,0,61a32b6fedf1461c9f44edda07f596f7,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00120768,700339,5500009016.0,10,21,21,84,F,,708,708.0,Z011,Y3,130,18184,139.87692307692308,1,E15,2100,,5300501920.0,0.0,1,42,070400000,ST,0,51013db4e8ae4d0f8959bdc05336aaa6,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
00360104,701806,5500006823.0,10,4,4,60,F,,708,708.0,Z011,V5,4730,545,0.11522198731501057,100,E98,3000,,5300174001.0,0.0,2,13,140100000,ST,0,95815c3147374f4c97e2ee2132666367,Dispolosgröße,"ECOD, COPOD"
00360695,706261,,0,0,0,0,F,,272,272.0,Z012,Y4,950,4581,4.822105263157895,100,E13,3000,,,,1,7,140100000,ST,0,d8efb1982485462980659227a88d8853,"Infosatznummer, Materialnummer, Lieferant OB",kNN
24042300,709741,5500002031.0,20,42,42,42,F,,713,713.0,Z008,V9,0,0,0.0,1,E18,2000,,5300195559.0,0.0,1,42,010401000,ST,0,057be7cb9214453ab153750bfeab069d,"Dispolosgröße, Planlieferzeit Vertrag, Vertragsposition OB, Vertrag Fix1, Einkäufer, Disponent, Kalender",COPOD
00341324,715521,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,0.0,1,E13,2100,,,,1,70,080300000,ST,0,6c5c755090364ed4a582d38fbacca74d,"Infosatznummer, Materialnummer, Lieferant OB",kNN
34060816,3000,,0,0,0,0,F,42.0,203,203.0,Z001,Y2,750,55016,73.35466666666666,1,E13,2100,,,,1,112,050100000,ST,0,53fac234005c48bfa8c13ae66f826813,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360855,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,0.0,100,E11,2000,,,,1,14,140100000,ST,0,f3b21e8474344c66b065c873c751b16f,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00360646,701806,5500000718.0,10,4,4,60,F,,708,708.0,Z011,V5,440,162,0.36818181818181817,100,E98,2000,,5300173983.0,0.0,2,4,140100000,ST,0,44f75566f001421d845abb5b78fb83ba,Dispolosgröße,"ECOD, COPOD"
00360150,701806,5500000442.0,10,4,4,60,F,,708,708.0,Z011,V5,8600,18002,2.0932558139534883,100,E98,2000,,5300174139.0,0.0,2,4,140100000,ST,0,d779c465afaf4b068c7bcb9100a40456,Dispolosgröße,"ECOD, COPOD"
28287500UB,709741,5500000888.0,20,42,42,42,F,,713,713.0,Z008,V9,0,0,0.0,1,E18,2100,,5300173360.0,3.0,1,42,010403000,ST,0,33644aba000343da9558dacfe9615495,"Dispolosgröße, Planlieferzeit Vertrag, Vertragsposition OB, Vertrag Fix1, Einkäufer, Disponent, Kalender","ECOD, COPOD"
00110668,708551,5500003853.0,10,14,14,60,F,,708,708.0,Z010,Y5,1720,201768,117.30697674418604,1,E11,2100,,5300172298.0,0.0,1,60,070300000,ST,0,89300c5ec2424e53909241749369bd57,"Warengruppe, Dispolosgröße, Kalender, DispoGruppe",IForest
00350870,701806,5500006811.0,10,4,4,60,F,,708,708.0,Z011,V5,2830,7419,2.621554770318021,100,E98,2100,,5300188820.0,0.0,2,14,140200000,ST,0,f665072affff4d098ecc6b95c67bd800,Dispolosgröße,"ECOD, COPOD"
00346560,708038,5500000649.0,20,14,14,84,F,,715,715.0,Z001,Y5,350,618816,1768.0457142857142,1,E11,2000,,5300136374.0,0.0,1,84,080100000,ST,0,cb7262f5498e4b098dc9f13ef4ca0b89,"Gesamtwert, Vertrag_Fix2, Vertragsposition OB, Einkäufer, Disponent","IForest, ECOD, COPOD"
00346991,708038,5500006671.0,10,14,14,84,F,,715,715.0,Z001,Y5,50,38797,775.94,1,E11,2000,,5300168829.0,0.0,1,84,080100000,ST,0,2c025efa1bd949c4b5c81b65ce524090,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
00311081UB,702750,,0,0,0,0,F,,203,203.0,Z011,Y5,8240,4059907,492.7071601941748,1,E15,3000,,5300448481.0,0.0,1,210,030203000,ST,0,8eb01d79644c44188491bcf7fc211889,"Infosatznummer, Materialnummer, Lieferant OB",kNN
00370885,701806,5500000389.0,10,4,4,60,F,,708,708.0,Z008,V5,1508200,33953,0.022512266277682005,1000,E98,2000,,5300174078.0,0.0,2,4,140300000,ST,0,0364117148c048fbb2b1845cad784a64,Dispolosgröße,"ECOD, COPOD"
00402040,703531,,0,0,0,0,F,,215,215.0,Z009,Y6,3490,1268941,363.59340974212034,1,E15,3000,,5300058134.0,0.0,1,180,080400000,ST,0,c2f8b61bb71b433ab6174be2cdc9830d,"Infosatznummer, Materialnummer, Lieferant OB",kNN
95174206,701528,5500008533.0,10,14,14,56,F,,733,733.0,Z011,Y4,2210,104884,47.45882352941177,1,E14,3000,,5300162857.0,0.0,1,56,060100000,ST,0,8e38ba2b51ad4af4b41c552df334260b,"Gesamtbestand, Einkäufer, Disponent",COPOD
00100046,706611,5500008953.0,10,14,14,90,F,,708,708.0,Z011,Y6,240,10014,41.725,1,E14,2100,,5300091932.0,0.0,1,42,070300000,ST,0,ccb2327b23684ac5a91f629d5fced5a0,"Disponent, Dispolosgröße, Kalender, DispoGruppe",IForest
60049460,704926,5500005313.0,10,42,42,42,F,30.0,723,723.0,Z005,Z3,0,0,0.0,1,,2100,,5300425876.0,3.0,1,42,010403000,ST,0,537f93ec57404bf390a6f31de48b00de,"Infosatztyp, Gesamtbestand, Einkäufer",IForest
00370568,701806,5500006881.0,10,4,4,60,F,,708,708.0,Z008,V5,17580,48288,2.746757679180887,100,E98,3000,,5300174239.0,0.0,2,21,140100000,ST,0,3f5bdb4bd4c245eaa1eded899e258326,Dispolosgröße,COPOD
00131045,700049,5500008221.0,10,14,14,60,F,,703,703.0,Z011,Y5,340,75479,221.99705882352941,1,E11,2100,,5300095781.0,0.0,1,84,070200000,ST,0,75089003d9e648d184e17a6841fe1b0e,"Warengruppe, Disponent, Dispolosgröße, Kalender",IForest
00360389,701806,5500003322.0,10,4,4,60,F,,708,708.0,Z011,V4,1720,35576,20.683720930232557,1,E98,2000,,5300384955.0,0.0,2,4,140100000,ST,0,a4f545181d4040cab6213b8e566a867f,Dispolosgröße,"ECOD, COPOD"
00110351,701603,4600012311.0,10,84,0,0,F,,203,203.0,Z005,Y9,690,77621,112.49420289855072,1,E15,2000,,5300002921.0,0.0,1,56,070800000,ST,0,7c9f84dd72434a769dfddabf2ea1f6bd,"Kalender, Planlieferzeit Vertrag, Dispolosgröße, Vertrag Fix1",IForest
00346729,708038,5500006659.0,10,14,14,84,F,,715,715.0,Z001,Y6,250,123284,493.136,1,E11,2000,,5300142327.0,0.0,1,84,080100000,ST,0,b746ce4d339642bc8c5c7f8c3031a381,"Gesamtbestand, Disponent, Dispolosgröße, Kalender",IForest
00100512,708551,5500003779.0,10,14,14,60,F,,708,708.0,Z010,Y5,13450,182464,13.566096654275093,1,E14,2000,,5300385634.0,0.0,1,60,070300000,ST,0,4f926f7d26544b1b913bb6c0300b131d,"Gesamtbestand, Disponent, Dispolosgröße, Warengruppe",IForest
00341363,700808,4600012164.0,10,365,0,0,F,30.0,215,215.0,Z001,X1,5170,12440054,2406.2,1,,2000,,5300113375.0,3.0,1,365,080800000,ST,0,de72519c5bf54d8eaef4e5fff39d50a1,"Gesamtbestand, Dispolosgröße, Gesamtwert, Vertrag OB, Planlieferzeit Vertrag","kNN, IForest, ECOD, COPOD"
00346783,708038,5500006033.0,10,14,14,84,F,,715,715.0,Z001,Y6,190,25245,132.8684210526316,1,E11,2100,,5300143650.0,0.0,1,84,080100000,ST,0,df2f77ac2675441ca063f31b03645f22,"Kalender, Gesamtbestand, Dispolosgröße, Vertrag_Fix2",IForest
